"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"375","CD84","ENSG00000066294","protein_coding","1",160541095,160579516,-1
"376","CD8A","ENSG00000153563","protein_coding","2",86784610,86808396,-1
"377","CD8B","ENSG00000172116","protein_coding","2",86815339,86861924,-1
"378","CDA","ENSG00000158825","protein_coding","1",20589086,20618903,1
"379","CDC14A","ENSG00000079335","protein_coding","1",100325629,100520277,1
"380","CDC20","ENSG00000117399","protein_coding","1",43358981,43363203,1
"381","CDC42","ENSG00000070831","protein_coding","1",22052627,22101360,1
"382","CDC42-AS1","ENSG00000285752","lncRNA","1",22028317,22052927,-1
"383","CDC42-IT1","ENSG00000230068","lncRNA","1",22059197,22064199,1
"384","CDC42BPA","ENSG00000143776","protein_coding","1",226989865,227318492,-1
"385","CDC42EP3","ENSG00000163171","protein_coding","2",37641882,37738468,-1
"386","CDC42SE1","ENSG00000197622","protein_coding","1",151050971,151070325,-1
"387","CDC7","ENSG00000097046","protein_coding","1",91500851,91525764,1
"388","CDC73","ENSG00000134371","protein_coding","1",193121983,193254815,1
"389","CDCA8","ENSG00000134690","protein_coding","1",37692481,37709719,1
"390","CDCP2","ENSG00000157211","protein_coding","1",54132687,54153770,-1
"391","CDK11A","ENSG00000008128","protein_coding","1",1702379,1724357,-1
"392","CDK11B","ENSG00000248333","protein_coding","1",1635225,1659012,-1
"393","CDK18","ENSG00000117266","protein_coding","1",205504596,205532793,1
"394","CDKL4","ENSG00000205111","protein_coding","2",39168045,39243983,-1
"395","CDKN2C","ENSG00000123080","protein_coding","1",50960745,50974634,1
"396","CEBPZ","ENSG00000115816","protein_coding","2",37201612,37231596,-1
"397","CEBPZOS","ENSG00000218739","protein_coding","2",37196488,37216193,1
"398","CELA2A","ENSG00000142615","protein_coding","1",15456728,15472091,1
"399","CELA2B","ENSG00000215704","protein_coding","1",15465909,15491395,1
"400","CELA3A","ENSG00000142789","protein_coding","1",22001657,22012542,1
"401","CELA3B","ENSG00000219073","protein_coding","1",21977022,21998642,1
"402","CELF3","ENSG00000159409","protein_coding","1",151700058,151716803,-1
"403","CELSR2","ENSG00000143126","protein_coding","1",109249539,109275751,1
"404","CENPA","ENSG00000115163","protein_coding","2",26764289,26801067,1
"405","CENPF","ENSG00000117724","protein_coding","1",214603185,214664574,1
"406","CENPL","ENSG00000120334","protein_coding","1",173799550,173824883,-1
"407","CENPO","ENSG00000138092","protein_coding","2",24793136,24822376,1
"408","CENPS","ENSG00000175279","protein_coding","1",10430433,10442808,1
"409","CEP104","ENSG00000116198","protein_coding","1",3812086,3857396,-1
"410","CEP170","ENSG00000276725","protein_coding","HSCHR1_3_CTG32_1",136536,267429,-1
"411","CEP170","ENSG00000143702","protein_coding","1",243124428,243255793,-1
"412","CEP350","ENSG00000135837","protein_coding","1",179954674,180114880,1
"413","CEP68","ENSG00000011523","protein_coding","2",65056354,65087004,1
"414","CEP85","ENSG00000130695","protein_coding","1",26234200,26278808,1
"415","CEPT1","ENSG00000134255","protein_coding","1",111139479,111185104,1
"416","CERS2","ENSG00000143418","protein_coding","1",150960583,150975003,-1
"417","CFAP126","ENSG00000188931","protein_coding","1",161364733,161367876,-1
"418","CFAP36","ENSG00000163001","protein_coding","2",55519604,55545079,1
"419","CFAP45","ENSG00000213085","protein_coding","1",159872364,159900165,-1
"420","CFAP57","ENSG00000243710","protein_coding","1",43172330,43254358,1
"421","CFAP74","ENSG00000142609","protein_coding","1",1921951,2003837,-1
"422","CFH","ENSG00000000971","protein_coding","1",196651754,196752476,1
"423","CFHR1","ENSG00000244414","protein_coding","1",196819731,196837159,1
"424","CFHR2","ENSG00000292003","protein_coding","HSCHR1_5_CTG31",708861,724748,1
"425","CFHR2","ENSG00000080910","protein_coding","1",196943738,196959622,1
"426","CFHR3","ENSG00000116785","protein_coding","1",196774813,196795407,1
"427","CFHR4","ENSG00000134365","protein_coding","1",196888014,196918795,1
"428","CFHR5","ENSG00000292002","protein_coding","HSCHR1_5_CTG31",740137,774808,1
"429","CFHR5","ENSG00000134389","protein_coding","1",196975010,197009678,1
"430","CGN","ENSG00000143375","protein_coding","1",151510510,151538692,1
"431","CGREF1","ENSG00000138028","protein_coding","2",27098889,27119128,-1
"432","CHAC2","ENSG00000143942","protein_coding","2",53767804,53775196,1
"433","CHD1L","ENSG00000131778","protein_coding","1",147242654,147295765,1
"434","CHD5","ENSG00000116254","protein_coding","1",6101787,6180321,-1
"435","CHI3L1","ENSG00000133048","protein_coding","1",203178931,203186704,-1
"436","CHI3L2","ENSG00000064886","protein_coding","1",111200771,111243440,1
"437","CHIA","ENSG00000134216","protein_coding","1",111290851,111320566,1
"438","CHIT1","ENSG00000133063","protein_coding","1",203212827,203273641,-1
"439","CHML","ENSG00000203668","protein_coding","1",241628851,241640369,-1
"440","CHMP3","ENSG00000115561","protein_coding","2",86503430,86563479,-1
"441","CHRM3","ENSG00000133019","protein_coding","1",239386565,239915452,1
"442","CHRM3-AS1","ENSG00000234601","lncRNA","1",239898016,239953112,-1
"443","CHRM3-AS2","ENSG00000233355","lncRNA","1",239703381,239770130,-1
"444","CHRNB2","ENSG00000160716","protein_coding","1",154567778,154580013,1
"445","CHST10","ENSG00000115526","protein_coding","2",100391860,100417668,-1
"446","CHTOP","ENSG00000160679","protein_coding","1",153633982,153646306,1
"447","CIAO1","ENSG00000144021","protein_coding","2",96266159,96274173,1
"448","CIART","ENSG00000159208","protein_coding","1",150282543,150287093,1
"449","CIB4","ENSG00000157884","protein_coding","2",26581205,26641366,-1
"450","CITED4","ENSG00000179862","protein_coding","1",40861054,40862363,-1
"451","CKS1B","ENSG00000173207","protein_coding","1",154974653,154979251,1
"452","CLCA1","ENSG00000016490","protein_coding","1",86468368,86500259,1
"453","CLCA2","ENSG00000137975","protein_coding","1",86424171,86456553,1
"454","CLCA4","ENSG00000016602","protein_coding","1",86547078,86580754,1
"455","CLCA4-AS1","ENSG00000236915","lncRNA","1",86569024,86704484,-1
"456","CLCC1","ENSG00000121940","protein_coding","1",108881885,108963527,-1
"457","CLCN6","ENSG00000011021","protein_coding","1",11806096,11848079,1
"458","CLCNKA","ENSG00000186510","protein_coding","1",16018875,16034050,1
"459","CLCNKB","ENSG00000184908","protein_coding","1",16040252,16057311,1
"460","CLDN19","ENSG00000164007","protein_coding","1",42733093,42740254,-1
"461","CLEC20A","ENSG00000188585","protein_coding","1",178479240,178499634,-1
"462","CLEC4F","ENSG00000152672","protein_coding","2",70808643,70820599,-1
"463","CLHC1","ENSG00000162994","protein_coding","2",55172547,55232563,-1
"464","CLIC4","ENSG00000169504","protein_coding","1",24745382,24844321,1
"465","CLIP4","ENSG00000115295","protein_coding","2",29097705,29199777,1
"466","CLK2","ENSG00000261893","protein_coding","HSCHR1_2_CTG31",67891,83514,-1
"467","CLK2","ENSG00000176444","protein_coding","1",155262868,155278491,-1
"468","CLSPN","ENSG00000092853","protein_coding","1",35720218,35769978,-1
"469","CLSTN1","ENSG00000171603","protein_coding","1",9728926,9823984,-1
"470","CMPK1","ENSG00000162368","protein_coding","1",47333790,47394866,1
"471","CMPK2","ENSG00000134326","protein_coding","2",6840570,6866635,-1
"472","CNGA3","ENSG00000144191","protein_coding","2",98346188,98398601,1
"473","CNIH3","ENSG00000143786","protein_coding","1",224434660,224740554,1
"474","CNIH4","ENSG00000143771","protein_coding","1",224356858,224379459,1
"475","CNKSR1","ENSG00000142675","protein_coding","1",26177484,26189884,1
"476","CNN3","ENSG00000117519","protein_coding","1",94896949,94927223,-1
"477","CNNM3","ENSG00000168763","protein_coding","2",96816245,96835382,1
"478","CNNM3-DT","ENSG00000273265","lncRNA","2",96811822,96830471,-1
"479","CNNM4","ENSG00000158158","protein_coding","2",96760902,96811874,1
"480","CNR2","ENSG00000188822","protein_coding","1",23870515,23913362,-1
"481","CNRIP1","ENSG00000119865","protein_coding","2",68284171,68320051,-1
"482","CNST","ENSG00000162852","protein_coding","1",246566444,246668595,1
"483","CNTN2","ENSG00000184144","protein_coding","1",205042937,205078289,1
"484","COA5","ENSG00000183513","protein_coding","2",98599314,98608515,-1
"485","COA6","ENSG00000168275","protein_coding","1",234373456,234385080,1
"486","COA6-AS1","ENSG00000231663","lncRNA","1",234372802,234373857,-1
"487","COA7","ENSG00000162377","protein_coding","1",52684449,52698347,-1
"488","COG2","ENSG00000135775","protein_coding","1",230642481,230693982,1
"489","COL11A1","ENSG00000060718","protein_coding","1",102876467,103108872,-1
"490","COL16A1","ENSG00000084636","protein_coding","1",31652263,31704319,-1
"491","COL24A1","ENSG00000171502","protein_coding","1",85729233,86156943,-1
"492","COL8A2","ENSG00000171812","protein_coding","1",36095239,36125222,-1
"493","COL9A2","ENSG00000049089","protein_coding","1",40300489,40317813,-1
"494","COLEC11","ENSG00000118004","protein_coding","2",3594832,3644644,1
"495","COLGALT2","ENSG00000198756","protein_coding","1",183929854,184037729,-1
"496","COMMD1","ENSG00000173163","protein_coding","2",61888724,62147247,1
"497","COP1","ENSG00000143207","protein_coding","1",175944831,176207286,-1
"498","COPA","ENSG00000122218","protein_coding","1",160288594,160343566,-1
"499","COQ8A","ENSG00000163050","protein_coding","1",226940286,226987544,1
"500","CORT","ENSG00000241563","protein_coding","1",10450031,10451998,1
"501","COX20","ENSG00000203667","protein_coding","1",244835616,244845057,1
"502","COX5B","ENSG00000291596","protein_coding","HG2275_PATCH",572093,574414,1
"503","COX5B","ENSG00000135940","protein_coding","2",97646062,97648383,1
"504","COX7A2L","ENSG00000115944","protein_coding","2",42333546,42425088,-1
"505","CPLANE2","ENSG00000291382","protein_coding","HG1343_HG173_HG459_PATCH",35829,41320,-1
"506","CPLANE2","ENSG00000132881","protein_coding","1",16231692,16237183,-1
"507","CPSF3","ENSG00000119203","protein_coding","2",9423651,9473101,1
"508","CPT2","ENSG00000157184","protein_coding","1",53196792,53214197,1
"509","CPTP","ENSG00000224051","protein_coding","1",1324756,1328896,1
"510","CR1","ENSG00000203710","protein_coding","1",207496147,207641765,1
"511","CR1L","ENSG00000197721","protein_coding","1",207645113,207738416,1
"512","CR2","ENSG00000117322","protein_coding","1",207453024,207489895,1
"513","CRABP2","ENSG00000143320","protein_coding","1",156699606,156705816,-1
"514","CRB1","ENSG00000134376","protein_coding","1",197268204,197478455,1
"515","CRCT1","ENSG00000169509","protein_coding","1",152514482,152516008,1
"516","CREB3L4","ENSG00000143578","protein_coding","1",153967534,153974361,1
"517","CREG1","ENSG00000143162","protein_coding","1",167529117,167553805,-1
"518","CRIM1","ENSG00000150938","protein_coding","2",36355778,36551135,1
"519","CRIM1","ENSG00000277354","protein_coding","HSCHR2_1_CTG5",6693,7390,-1
"520","CRIM1-DT","ENSG00000279215","lncRNA","HSCHR2_1_CTG5",8202,8571,1
"521","CRIM1-DT","ENSG00000260025","lncRNA","2",36354066,36355488,-1
"522","CRIPT","ENSG00000119878","protein_coding","2",46616416,46685037,1
"523","CRNN","ENSG00000143536","protein_coding","1",152409243,152414263,-1
"524","CROCC","ENSG00000058453","protein_coding","1",16740273,16972964,1
"525","CRP","ENSG00000132693","protein_coding","1",159712289,159714589,-1
"526","CRTC2","ENSG00000160741","protein_coding","1",153947669,153958615,-1
"527","CRYBG2","ENSG00000176092","protein_coding","1",26321698,26360080,-1
"528","CRYZ","ENSG00000116791","protein_coding","1",74705482,74733408,-1
"529","CSDE1","ENSG00000009307","protein_coding","1",114716913,114758676,-1
"530","CSF1","ENSG00000184371","protein_coding","1",109910242,109930992,1
"531","CSF3R","ENSG00000119535","protein_coding","1",36466043,36483278,-1
"532","CSMD2","ENSG00000121904","protein_coding","1",33513998,34165842,-1
"533","CSMD2-AS1","ENSG00000231163","lncRNA","1",33868953,33893726,1
"534","CSRP1","ENSG00000159176","protein_coding","1",201483530,201509456,-1
"535","CTBS","ENSG00000117151","protein_coding","1",84549611,84574480,-1
"536","CTH","ENSG00000116761","protein_coding","1",70411218,70439851,1
"537","CTNNA2","ENSG00000066032","protein_coding","2",79185231,80648861,1
"538","CTNNBIP1","ENSG00000178585","protein_coding","1",9848276,9910336,-1
"539","CTPS1","ENSG00000171793","protein_coding","1",40979300,41012565,1
"540","CTRC","ENSG00000162438","protein_coding","1",15438442,15449242,1
"541","CTSE","ENSG00000196188","protein_coding","1",206008535,206023909,-1
"542","CTSK","ENSG00000143387","protein_coding","1",150794880,150809577,-1
"543","CTSS","ENSG00000163131","protein_coding","1",150730079,150765957,-1
"544","CTTNBP2NL","ENSG00000143079","protein_coding","1",112396214,112463456,1
"545","CTXND2","ENSG00000283324","protein_coding","1",150887136,150913292,1
"546","CYB561D1","ENSG00000174151","protein_coding","1",109494052,109502932,1
"547","CYB5R1","ENSG00000159348","protein_coding","1",202961873,202967275,-1
"548","CYB5RL","ENSG00000215883","protein_coding","1",54169651,54200036,-1
"549","CYMP-AS1","ENSG00000235407","lncRNA","1",110487680,110490281,-1
"550","CYP1B1","ENSG00000138061","protein_coding","2",38066973,38109902,-1
"551","CYP1B1-AS1","ENSG00000232973","lncRNA","2",38073447,38231651,1
"552","CYP26B1","ENSG00000003137","protein_coding","2",72129238,72147862,-1
"553","CYP2J2","ENSG00000134716","protein_coding","1",59893308,59926773,-1
"554","CYP4A11","ENSG00000187048","protein_coding","1",46929177,46941484,-1
"555","CYP4A22","ENSG00000162365","protein_coding","1",47137435,47149727,1
"556","CYP4A22-AS1","ENSG00000225506","lncRNA","1",47096653,47181087,-1
"557","CYP4B1","ENSG00000142973","protein_coding","1",46757838,46819413,1
"558","CYP4X1","ENSG00000186377","protein_coding","1",47023669,47050751,1
"559","CYP4Z1","ENSG00000186160","protein_coding","1",47067231,47118318,1
"560","CYS1","ENSG00000205795","protein_coding","2",10056473,10080944,-1
"561","CYTOR","ENSG00000222041","lncRNA","2",87454781,87636740,1
"562","CZIB","ENSG00000162384","protein_coding","1",53214099,53220634,-1
"563","DAB1","ENSG00000173406","protein_coding","1",56994778,58546734,-1
"564","DAB1-AS1","ENSG00000226759","lncRNA","1",57860532,57880907,1
"565","DAP3","ENSG00000132676","protein_coding","1",155687960,155739010,1
"566","DARS2","ENSG00000117593","protein_coding","1",173824653,173858808,1
"567","DBT","ENSG00000137992","protein_coding","1",100186919,100249834,-1
"568","DCAF6","ENSG00000143164","protein_coding","1",167935783,168075843,1
"569","DCAF8","ENSG00000132716","protein_coding","1",160215715,160262549,-1
"570","DCDC2B","ENSG00000222046","protein_coding","1",32209089,32216192,1
"571","DCDC2C","ENSG00000214866","protein_coding","2",3703575,3848008,1
"572","DCLRE1B","ENSG00000118655","protein_coding","1",113904619,113914086,1
"573","DCST1","ENSG00000163357","protein_coding","1",155033824,155050930,1
"574","DCST1-AS1","ENSG00000232093","lncRNA","1",155045191,155051172,-1
"575","DCST2","ENSG00000163354","protein_coding","1",155018520,155033781,-1
"576","DCTN1","ENSG00000204843","protein_coding","2",74361154,74392087,-1
"577","DCTN1-AS1","ENSG00000237737","lncRNA","2",74385474,74393882,1
"578","DDAH1","ENSG00000153904","protein_coding","1",85318481,85578363,-1
"579","DDI2","ENSG00000197312","protein_coding","1",15617458,15669044,1
"580","DDOST","ENSG00000244038","protein_coding","1",20651767,20661544,-1
"581","DDR2","ENSG00000162733","protein_coding","1",162631373,162787405,1
"582","DDX1","ENSG00000079785","protein_coding","2",15591178,15634346,1
"583","DDX20","ENSG00000064703","protein_coding","1",111754832,111775602,1
"584","DDX59","ENSG00000118197","protein_coding","1",200623896,200669907,-1
"585","DDX59-AS1","ENSG00000260088","lncRNA","1",200669489,200694250,1
"586","DEDD","ENSG00000158796","protein_coding","1",161120974,161132688,-1
"587","DEGS1","ENSG00000143753","protein_coding","1",224175756,224193441,1
"588","DENND1B","ENSG00000213047","protein_coding","1",197504748,197775696,-1
"589","DENND2C","ENSG00000175984","protein_coding","1",114582848,114670422,-1
"590","DENND2D","ENSG00000162777","protein_coding","1",111185969,111204535,-1
"591","DENND4B","ENSG00000198837","protein_coding","1",153929501,153946718,-1
"592","DEPDC1","ENSG00000024526","protein_coding","1",68474152,68497221,-1
"593","DEPDC1-AS1","ENSG00000234264","lncRNA","1",68496671,68538627,1
"594","DESI2","ENSG00000121644","protein_coding","1",244653103,244709033,1
"595","DFFA","ENSG00000160049","protein_coding","1",10456522,10472529,-1
"596","DFFB","ENSG00000169598","protein_coding","1",3857267,3885429,1
"597","DGUOK","ENSG00000114956","protein_coding","2",73926826,73958961,1
"598","DGUOK-AS1","ENSG00000237883","lncRNA","2",73927769,73986660,-1
"599","DHCR24","ENSG00000116133","protein_coding","1",54849627,54887195,-1
"600","DHCR24-DT","ENSG00000233203","lncRNA","1",54886800,54992290,1
"601","DHDDS","ENSG00000117682","protein_coding","1",26432282,26471306,1
"602","DHRS3","ENSG00000162496","protein_coding","1",12567909,12620133,-1
"603","DHX57","ENSG00000163214","protein_coding","2",38797729,38875934,-1
